month,item_name,item_category,product_view_events,add_to_cart_events,purchase_events,item_revenue,view_to_cart_rate
2020-12,Google Dino Game Tee,Men's T-Shirts/,1123,277,0,0.0,24.67
2020-12,YouTube Icon Tee Charcoal,Men's T-Shirts/,1072,272,0,0.0,25.37
2020-12,Google F/C Long Sleeve Tee Ash,Men's T-Shirts/,1133,287,0,0.0,25.33
2020-12,Google Land & Sea Unisex Tee,Men's T-Shirts,18,6,0,0.0,33.33
2020-12,Supernatural Paper Backpack,New,85,3,0,0.0,3.53
2020-12,Google Land & Sea Tech Taco,Home/Shop by Brand/Google/,3358,1200,0,0.0,35.74
2020-12,Google Pocket Tee Grey,Sale,181,100,0,0.0,55.25
2020-12,Google Small White Gift Bag 5/PK,Bags,15,4,0,0.0,26.67
2020-12,Google Cambridge Campus Unisex Tee,Home/Campus Collection/,2287,1156,0,0.0,50.55
2020-12,Google Confetti Accessory Pouch,Home/Shop by Brand/Google/,461,121,0,0.0,26.25
2020-12,Google Campus Bike Tote Navy,Home/Shop by Brand/Google/,357,102,0,0.0,28.57
2020-12,Android Pocket Tee Navy,Home/Apparel/Men's / Unisex/,313,105,0,0.0,33.55
2020-12,YouTube Icon Tee Grey,Home/Shop by Brand/YouTube/,4228,947,0,0.0,22.4
2020-12,Google Woodtop Bottle Black,Lifestyle/Drinkware/,5896,2079,0,0.0,35.26
2020-12,Google Raincoat Navy,Men's / Unisex,139,24,0,0.0,17.27
2020-12,Android Iconic Sticker Sheet,Home/Shop by Brand/Android/,275,113,0,0.0,41.09
2020-12,Google Youth FC Tee Charcoal,Home/Apparel/,751,236,0,0.0,31.42
2020-12,Google Bear Baby Blanket Beige,Small Goods,92,14,0,0.0,15.22
2020-12,Android Iconic Hat Black,Home/Sale/,53,25,0,0.0,47.17
2020-12,Google Lightweight Crew Sweatshirt Grey,Sale,238,73,0,0.0,30.67
2020-12,Google Infant Hero Tee Olive,Home/Apparel/Kids/,3243,981,0,0.0,30.25
2020-12,Google Chrome Dinosaur Collectible,Lifestyle,40,4,0,0.0,10.0
2020-12,Google Women's Discovery Lt. Rain Shell,Sale,86,18,0,0.0,20.93
2020-12,Google Mountain View Campus Sticker,New,27,17,0,0.0,62.96
2020-12,Google Land & Sea Journal Set,Home/Stationery/Notebooks/,1791,643,0,0.0,35.9
2020-12,Google Chrome Dinosaur Collectible,Small Goods,163,23,0,0.0,14.11
2020-12,Google Cotopaxi Shell,Men's / Unisex,304,39,0,0.0,12.83
2020-12,Android Jotter Task Pad,Notebooks,29,11,0,0.0,37.93
2020-12,Google Eco Tee Black,Eco-Friendly,124,61,0,0.0,49.19
2020-12,Google Bot,Google,24,9,0,0.0,37.5
2020-12,Google Mural Sticky Note Pad,Home/Sale/,30,17,0,0.0,56.67
2020-12,Google Tee Red,Sale,432,186,0,0.0,43.06
2020-12,Google Mountain View Campus Sticker,Campus Collection,43,50,0,0.0,116.28
2020-12,Google Pen Grey,Home/Stationery/Writing/,922,535,0,0.0,58.03
2020-12,Google Heather Green Speckled Tee,Men's / Unisex,286,134,0,0.0,46.85
2020-12,Google Metallic Notebook Set,Home/Shop by Brand/,101,52,0,0.0,51.49
2020-12,Super G Unisex Joggers,Home/Shop by Brand/,461,187,0,0.0,40.56
2020-12,Google Boulder Campus Unisex Tee,Sale,29,13,0,0.0,44.83
2020-12,Android Iconic Backpack,Lifestyle,9,1,0,0.0,11.11
2020-12,Google Mountain View Campus Ladies Tee,Home/Shop by Brand/Google/,155,73,0,0.0,47.1
2020-12,Google Mini Kick Ball,Lifestyle/,2033,608,0,0.0,29.91
2020-12,#IamRemarkable Lapel Pin,Lifestyle/,126,53,0,0.0,42.06
2020-12,Google Kirkland Campus Sticker,Home/Sale/,929,489,0,0.0,52.64
2020-12,Google Blue Stojo Cup,New,5,1,0,0.0,20.0
2020-12,Google Cork Base Tumbler,Home/New/,51,20,0,0.0,39.22
2020-12,Google Recycled Pen Black,Home/New/,125,30,0,0.0,24.0
2020-12,Android SM S/F18 Sticker Sheet,Home/Shop by Brand/Android/,130,59,0,0.0,45.38
2020-12,Google Clear Framed Blue Shades,Small Goods,36,13,0,0.0,36.11
2020-12,Essential Canvas Tote,Sale,108,31,0,0.0,28.7
2020-12,Google Felt Refillable Journal,Eco-Friendly,53,4,0,0.0,7.55
2020-12,Google Mural Sticky Note Pad,Sale,26,7,0,0.0,26.92
2020-12,Super G Unisex Joggers,Women's,363,116,0,0.0,31.96
2020-12,Google Campus Bike,Lifestyle,247,16,0,0.0,6.48
2020-12,Google Clear Framed Yellow Shades,Accessories/,28,2,0,0.0,7.14
2020-12,Google Maps Pin,Accessories/,29,2,0,0.0,6.9
2020-12,Google F/C Long Sleeve Tee Charcoal,Women's T-Shirts/,21,3,0,0.0,14.29
2020-12,Google Light Pen Green,Stationery,12,9,0,0.0,75.0
2020-12,Google Men's Tech Fleece Grey,Home/Shop by Brand/,20,8,0,0.0,40.0
2020-12,Android Small Trace Journal Black,Notebooks,38,12,0,0.0,31.58
2020-12,Google Campus Bike Grid Task Pad,Stationery,21,7,0,0.0,33.33
2020-12,Google Recycled Writing Set,Stationery,40,13,0,0.0,32.5
2020-12,Google Cork Journal,Stationery,28,7,0,0.0,25.0
2020-12,Google Jotter Task Pad,Home/New/,113,45,0,0.0,39.82
2020-12,Android Buoy Bottle,Lifestyle/Drinkware/,291,101,0,0.0,34.71
2020-12,Google Large Standard Journal Grey,Google,13,3,0,0.0,23.08
2020-12,Google Clear Framed Gray Shades,Sale,38,26,0,0.0,68.42
2020-12,Google Pen Lilac,Home/Stationery/,55,31,0,0.0,56.36
2020-12,Google Pen Red,Home/Stationery/,54,32,0,0.0,59.26
2020-12,Google Sunnyvale Campus Ladies Tee,Home/Sale/,68,19,0,0.0,27.94
2020-12,Google Incognito Laptop Organizer,Google,29,3,0,0.0,10.34
2020-12,Google Light Pen Blue,,3,3,0,0.0,100.0
2020-12,Google Tee Yellow,,12,8,0,0.0,66.67
2020-12,Google Infant Charcoal Onesie,Home/Apparel/Kids/,1859,626,0,0.0,33.67
2020-12,Google SF Campus Lapel Pin,Home/Campus Collection/,85,39,0,0.0,45.88
2020-12,Google Sunnyvale Campus Sticker,Home/Campus Collection/,149,94,0,0.0,63.09
2020-12,Android Lumberjack Pin,Sale,51,18,0,0.0,35.29
2020-12,Google Felt Luggage Tag,Sale,32,12,0,0.0,37.5
2020-12,Google Women's Tech Fleece Vest Charcoal,Google,19,14,0,0.0,73.68
2020-12,Google Bot (Multicolored),Home/Shop by Brand/,83,4,0,0.0,4.82
2020-12,YouTube Small Sticker Sheet,Home/Shop by Brand/,353,111,0,0.0,31.44
2020-12,Google Kirkland Campus Sticker,Home/Shop by Brand/,30,22,0,0.0,73.33
2020-12,Google PNW Campus Sticker,Home/Shop by Brand/,30,22,0,0.0,73.33
2020-12,Google Premium Sunglasses,Shop by Brand,1,1,0,0.0,100.0
2020-12,Noogler Android Figure,Lifestyle,23,13,0,0.0,56.52
2020-12,Google Crewneck Sweatshirt Green,Google,35,15,0,0.0,42.86
2020-12,Keyboard DOT Sticker,Office/,31,8,0,0.0,25.81
2020-12,Google Confetti Slim Task Pad,Office/,30,8,0,0.0,26.67
2020-12,Stan and Friends Onesie Green,Men's T-Shirts,2,0,0,0.0,0.0
2020-12,Google Toddler FC Zip Hoodie,Kids,3,1,0,0.0,33.33
2020-12,Stan and Friends Onesie Green,Men's T-Shirts/,20,8,0,0.0,40.0
2020-12,Google Toddler Hero Tee Black,Home/Shop by Brand/Google/,33,8,0,0.0,24.24
2020-12,Google Crew Striped Athletic Sock,Home/Shop by Brand/Google/,54,21,0,0.0,38.89
2020-12,Super G Unisex Joggers,Men's / Unisex,27,5,0,0.0,18.52
2020-12,Google Small White Gift Bag 5/PK,Lifestyle/Bags/,54,13,0,0.0,24.07
2020-12,#IamRemarkable Tote,Lifestyle/Bags/,53,13,0,0.0,24.53
2020-12,Google Utility Bag Grey,Sale,69,27,0,0.0,39.13
2020-12,Android Iconic Hat Green,Android,13,3,0,0.0,23.08
2020-12,YouTube Play Mug,Drinkware,70,39,0,0.0,55.71
2020-12,Google Confetti Task Pad,Home/Stationery/Notebooks/,134,46,0,0.0,34.33
2020-12,Google Cork Tablet Case,Eco-Friendly,12,1,0,0.0,8.33
2020-12,Google Recycled Pen Green,Home/Shop by Brand/Google/,44,17,0,0.0,38.64
2020-12,Google Recycled Pen Black,Home/Shop by Brand/Google/,45,16,0,0.0,35.56
2020-12,Mommy Works at Google Book,Lifestyle,39,8,0,0.0,20.51
2020-12,Android Pocket Youth Tee Navy,Android,9,1,0,0.0,11.11
2020-12,Android Small Trace Journal Black,Android,12,2,0,0.0,16.67
2020-12,Google Black Cork Journal,Home/Eco-Friendly/,12,6,0,0.0,50.0
2020-12,Google Sunnyvale Campus Tote,Home/Shop by Brand/Google/,39,12,0,0.0,30.77
2020-12,Google Recycled Pen Green,Writing,10,5,0,0.0,50.0
2020-12,Google Land & Sea Unisex Tee,Home/Apparel/Women's/,169,60,0,0.0,35.5
2020-12,Supernatural Paper Lunch Sack,Google,10,0,0,0.0,0.0
2020-12,Google Incognito Dopp Kit V2,Lifestyle,42,3,0,0.0,7.14
2020-12,Google Land & Sea Tote Bag,,5,1,0,0.0,20.0
2020-12,Google Women's Puff Jacket Black,,5,1,0,0.0,20.0
2020-12,Google Austin Campus Bottle,Home/Campus Collection/,78,38,0,0.0,48.72
2020-12,Google LA Campus Unisex Tee,Home/Campus Collection/,65,36,0,0.0,55.38
2020-12,#IamRemarkable Unisex Hoodie,Home/Shop by Brand/#IamRemarkable/,77,23,0,0.0,29.87
2020-12,Google Eco Tee Black,Men's / Unisex,63,34,0,0.0,53.97
2020-12,Android Iconic Notebook,Home/Stationery/Notebooks/,91,32,0,0.0,35.16
2020-12,Google Youth Badge Tee Olive,Home/Apparel/,32,9,0,0.0,28.13
2020-12,Snowflake Android Cardboard Sculpture,Android,16,6,0,0.0,37.5
2020-12,Google Youth FC Tee Charcoal,Kids,1,0,0,0.0,0.0
2020-12,Google Men's Tech Fleece Vest Charcoal,Google,17,7,0,0.0,41.18
2020-12,Google Confetti Slim Task Pad,Google,7,3,0,0.0,42.86
2020-12,Google Cork Tablet Case,Lifestyle,6,2,0,0.0,33.33
2020-12,Google Felt Luggage Tag,Home/Sale/,3,2,0,0.0,66.67
2020-12,Google Sunnyvale Campus Zip Hoodie,Home/Campus Collection/,147,59,0,0.0,40.14
2020-12,Android Super Hero 3D Framed Art,,3,1,0,0.0,33.33
2020-12,Google Utensil Set,,4,2,0,0.0,50.0
2020-12,Google Cup Cap Tumbler Grey,,2,0,0,0.0,0.0
2020-12,Google Seattle Campus Ladies Tee,Home/Campus Collection/,61,30,0,0.0,49.18
2020-12,Google Red YoYo,Home/Shop by Brand/Google/,13,3,0,0.0,23.08
2020-12,Google 16 oz Tumbler Blue,Google,6,2,0,0.0,33.33
2020-12,Supernatural Paper Tote,Lifestyle,8,2,0,0.0,25.0
2020-12,Google Sherpa Zip Hoodie Charcoal,Men's Warm Gear/,1,0,0,0.0,0.0
2020-12,Google Boulder Campus Bottle,Home/Shop by Brand/,1,0,0,0.0,0.0
2020-12,Google Cambridge Campus Lapel Pin,Sale,5,1,0,0.0,20.0
2020-12,Google Mural Mug,Lifestyle,22,11,0,0.0,50.0
2020-12,Google F/C Long Sleeve Tee Ash,,14,6,0,0.0,42.86
2020-12,Google Mountain View Campus Unisex Tee,Home/Campus Collection/,28,17,0,0.0,60.71
2020-12,Google Sunnyvale Campus Ladies Tee,Home/Campus Collection/,103,54,0,0.0,52.43
2020-12,Google Sunnyvale Campus Tote,Home/Campus Collection/,103,55,0,0.0,53.4
2020-12,Google Dino Game Tee,Home/Eco-Friendly/,78,5,0,0.0,6.41
2020-12,Android Iconic Glass Bottle Green,Home/Sale/,37,18,0,0.0,48.65
2020-12,Google Boulder Campus Ladies Tee,Sale,11,8,0,0.0,72.73
2020-12,Android Hipster Pin,Home/Sale/,14,6,0,0.0,42.86
2020-12,Google Utility Bag Grey,Home/Shop by Brand/Google/,23,4,0,0.0,17.39
2020-12,Google Pen Citron,Home/Shop by Brand/Google/,154,83,0,0.0,53.9
2020-12,Google NYC Campus Sticker,Home/Shop by Brand/Google/,153,82,0,0.0,53.59
2020-12,Google Men's Tech Fleece Grey,Home/Shop by Brand/Google/,132,21,0,0.0,15.91
2020-12,Google Women's Tech Fleece Grey,Home/Shop by Brand/Google/,124,17,0,0.0,13.71
2020-12,Google Youth FC Zip Hoodie,Google,9,4,0,0.0,44.44
2020-12,Google Youth FC Zip Hoodie,Apparel,19,5,0,0.0,26.32
2020-12,Google Utensil Set,Home/Eco-Friendly/,4,0,0,0.0,0.0
2020-12,Android SM S/F18 Sticker Sheet,Sale,6,6,0,0.0,100.0
2020-12,Supernatural Paper Backpack,Home/New/,81,11,0,0.0,13.58
2020-12,Google Beekeepers Tee Mint,Shop by Brand,1,0,0,0.0,0.0
2020-12,Google Tee Green,Sale,22,3,0,0.0,13.64
2020-12,Google Pen Red,,7,6,0,0.0,85.71
2020-12,Google Packable Bag Black,Lifestyle/,11,2,0,0.0,18.18
2020-12,Google Tech Taco,Google,10,3,0,0.0,30.0
2020-12,Google Mural Bottle,,14,4,0,0.0,28.57
2020-12,Stan and Friends Toddler Tee Green,Home/Sale/,41,18,0,0.0,43.9
2020-12,Google Crew Socks,Google,17,8,0,0.0,47.06
2020-12,Google Aluminum Bottle Red,Lifestyle,13,6,0,0.0,46.15
2020-12,Google Leather Strap Hat Black,Google,28,16,0,0.0,57.14
2020-12,Google LA Campus Bottle,Sale,11,5,0,0.0,45.45
2020-12,Google Frisbee,Lifestyle/,11,10,0,0.0,90.91
2020-12,Google Clear Framed Blue Shades,Lifestyle,14,6,0,0.0,42.86
2020-12,Google Women's Tech Fleece Grey,Google,18,5,0,0.0,27.78
2020-12,Google SF Campus Zip Hoodie,Google,2,0,0,0.0,0.0
2020-12,Android Pocket Tee Navy,Home/Apparel/Women's/,5,0,0,0.0,0.0
2020-12,Android Hipster Pin,,1,1,0,0.0,100.0
2020-12,Google Clear Framed Blue Shades,,6,1,0,0.0,16.67
2020-12,Google Medium Pet Leash (Red/Yellow),,4,1,0,0.0,25.0
2020-12,Android Pocket Tee Green,Men's T-Shirts/,4,3,0,0.0,75.0
2020-12,Google LoveHandle Black,Small Goods,3,0,0,0.0,0.0
2020-12,Google Medium Pet Leash (Blue/Green),Google,3,2,0,0.0,66.67
2020-12,Google Incognito Dopp Kit V2,More Bags/,2,1,0,0.0,50.0
2020-12,Google Mesh Bag Red,More Bags/,2,1,0,0.0,50.0
2020-12,Google Eco Tee Black,,8,2,0,0.0,25.0
2020-12,Google Land & Sea Journal Set,Eco-Friendly,10,0,0,0.0,0.0
2020-12,Android Large Trace Journal Black,Sale,6,2,0,0.0,33.33
2020-12,Google Cambridge Campus Sticker,Google,1,1,0,0.0,100.0
2020-12,Google NYC Campus Ladies Tee,Sale,16,5,0,0.0,31.25
2020-12,Google Felt Luggage Tag,Lifestyle,5,3,0,0.0,60.0
2020-12,Google Sunnyvale Campus Sticker,,3,2,0,0.0,66.67
2020-12,Google Youth Jumbo Print Tee White,,4,1,0,0.0,25.0
2020-12,Google Beekeepers Toddler Tee Pink,,1,0,0,0.0,0.0
2020-12,Google Kirkland Campus Ladies Tee,Home/Campus Collection/,20,12,0,0.0,60.0
2020-12,Google Kirkland Campus Lapel Pin,Home/Campus Collection/,18,11,0,0.0,61.11
2020-12,Google PNW Campus Tote,Home/Campus Collection/,89,59,0,0.0,66.29
2020-12,Google Beekeepers Toddler Tee Pink,Sale,25,11,0,0.0,44.0
2020-12,Google Mural Socks,Google,7,1,0,0.0,14.29
2020-12,Google Light Pen Green,Home/Sale/,7,1,0,0.0,14.29
2020-12,Google Utility BackPack,Lifestyle/,6,1,0,0.0,16.67
2020-12,Google Pen Red,Google,3,1,0,0.0,33.33
2020-12,Stan and Friends Toddler Tee Green,Google,1,2,0,0.0,200.0
2020-12,Google Cup Cap Tumbler Grey,Drinkware,6,2,0,0.0,33.33
2020-12,Google Large Pet Leash (Blue/Green),Small Goods,16,8,0,0.0,50.0
2020-12,Google Frisbee,Lifestyle/Small Goods/,4,3,0,0.0,75.0
2020-12,Google Bot,Shop by Brand,5,0,0,0.0,0.0
2020-12,Google Speckled Beanie Grey,Shop by Brand,3,1,0,0.0,33.33
2020-12,Google Medium Pet Collar (Red/Yellow),Lifestyle,3,1,0,0.0,33.33
2020-12,Google Kirkland Campus Sticker,,1,0,0,0.0,0.0
2020-12,Android Pocket Youth Tee Green,Kids-Youth/,3,0,0,0.0,0.0
2020-12,Android Pocket Youth Tee Navy,Kids-Youth/,3,0,0,0.0,0.0
2020-12,Google Boulder Campus Unisex Tee,Home/Sale/,3,3,0,0.0,100.0
2020-12,Google LA Campus Unisex Tee,Home/Sale/,20,14,0,0.0,70.0
2020-12,Google Pen Grass Green,,3,1,0,0.0,33.33
2020-12,Android Pocket Youth Tee Navy,Home/Apparel/,6,3,0,0.0,50.0
2020-12,Google Mural Bottle,Shop by Brand,5,3,0,0.0,60.0
2020-12,Supernatural Paper Tote,Shop by Brand,1,1,0,0.0,100.0
2020-12,Google Hemp Tote,,4,0,0,0.0,0.0
2020-12,Android Iconic Socks,,3,2,0,0.0,66.67
2020-12,Google NYC Campus Lapel Pin,,3,1,0,0.0,33.33
2020-12,#IamRemarkable Tote,Home/Shop by Brand/#IamRemarkable/,3,0,0,0.0,0.0
2020-12,Google Light Pen Red,Office,1,1,0,0.0,100.0
2020-12,Google Totepak,Lifestyle/Bags/,4,1,0,0.0,25.0
2020-12,Google Mural Tote,Lifestyle/Bags/,4,1,0,0.0,25.0
2020-12,YouTube Women's Favorite Tee White,,3,0,0,0.0,0.0
2020-12,Google NYC Campus Mug,Google,5,1,0,0.0,20.0
2020-12,Google ApPeel Journal Red,Home/Stationery/,16,11,0,0.0,68.75
2020-12,Google Bear Baby Blanket Beige,Google,2,0,0,0.0,0.0
2020-12,Google 24 oz Ring Bottle Red,Shop by Brand,2,2,0,0.0,100.0
2020-12,Google PNW Campus Sticker,Google,1,0,0,0.0,0.0
2020-12,Google Women's Softshell Moss,,2,1,0,0.0,50.0
2020-12,Google PNW Campus Ladies Tee,Sale,6,2,0,0.0,33.33
2020-12,Google Women's Microfleece Jacket Black,Home/Shop by Brand/,18,9,0,0.0,50.0
2020-12,Daddy Works at Google Book,Lifestyle/Small Goods/,2,1,0,0.0,50.0
2020-12,Google Chicago Campus Lapel Pin,Shop by Brand,1,0,0,0.0,0.0
2020-12,Google Camp Mug Ivory,Lifestyle,8,5,0,0.0,62.5
2020-12,Android Geek Pin,Lifestyle,3,2,0,0.0,66.67
2020-12,Google Utility BackPack,Home/Shop by Brand/,2,0,0,0.0,0.0
2020-12,Google Thermal Tumbler Navy,Shop by Brand,3,2,0,0.0,66.67
2020-12,Google Maps Pin,,6,2,0,0.0,33.33
2020-12,Google Magnet,Lifestyle/,103,40,0,0.0,38.83
2020-12,Android Jotter Task Pad,Eco-Friendly,3,0,0,0.0,0.0
2020-12,YouTube 25 oz Gear Cap Bottle Black,Lifestyle,5,1,0,0.0,20.0
2020-12,Google Women's Eco Tee Black,Home/Shop by Brand/Google/,2,0,0,0.0,0.0
2020-12,Google Confetti Pen White,Shop by Brand,2,1,0,0.0,50.0
2020-12,Stan and Friends Youth Tee Green,Men's T-Shirts,2,0,0,0.0,0.0
2020-12,Google Split Seam Tee Olive,,2,0,0,0.0,0.0
2020-12,Google Crew Socks,Home/Shop by Brand/,1,0,0,0.0,0.0
2020-12,Google F/C Long Sleeve Tee Ash,Home/Shop by Brand/,1,0,0,0.0,0.0
2020-12,Google Frisbee,Home/Shop by Brand/Google/,1,0,0,0.0,0.0
2020-12,Google Cork Tablet Case,Home/Sale/,1,0,0,0.0,0.0
2020-12,Google PNW Campus Tote,Home/Sale/,5,4,0,0.0,80.0
2020-12,Google Incognito Messenger Bag,Shop by Brand,2,2,0,0.0,100.0
2020-12,Google Land & Sea Journal Set,Shop by Brand,3,0,0,0.0,0.0
2020-12,Google See-No Hear-No Set,Miscellaneous/,1,0,0,0.0,0.0
2020-12,Google Mouse Pad Navy,Miscellaneous/,1,0,0,0.0,0.0
2020-12,Google Glass Bottle,Home/Shop by Brand/,1,0,0,0.0,0.0
2020-12,Google Large Pet Leash (Red/Yellow),,3,0,0,0.0,0.0
2020-12,Android Iconic Mug Gray,Lifestyle/,4,2,0,0.0,50.0
2020-12,Google Speckled Beanie Navy,Shop by Brand,2,1,0,0.0,50.0
2020-12,Google Black Cork Journal,Home/Shop by Brand/,7,0,0,0.0,0.0
2020-12,Google Pen White,Home/Shop by Brand/,6,0,0,0.0,0.0
2020-12,Google Confetti Slim Task Pad,Home/Shop by Brand/,6,0,0,0.0,0.0
2020-12,Google Stylus Pen w/ LED Light,,2,0,0,0.0,0.0
2020-12,Google Mural Mug,Shop by Brand,1,0,0,0.0,0.0
2020-12,Google Cup Cap Tumbler Grey,Shop by Brand,1,0,0,0.0,0.0
2020-12,Google Laptop Sleeve Charcoal,,1,0,0,0.0,0.0
2020-12,Google Chrome Dinosaur Collectible,Fun,2,0,0,0.0,0.0
2020-12,Google Packable Bag Black,,9,4,0,0.0,44.44
2020-12,Google Men's Puff Jacket Black,,18,1,0,0.0,5.56
2020-12,Google Toddler Tee White,,10,4,0,0.0,40.0
2020-12,Google Men's Tech Fleece Vest Charcoal,,12,3,0,0.0,25.0
2020-12,Google Mural Sticky Note Pad,,21,10,0,0.0,47.62
2020-12,Android Pocket Onesie White,Kid's-Infant/,28,11,0,0.0,39.29
2020-12,Google Mountain View Campus Sticker,Home/Sale/,959,497,0,0.0,51.82
2020-12,Android Iconic Socks,Home/Apparel/Socks/,707,307,0,0.0,43.42
2020-12,Google Kids Playful Tee,Home/Sale/,78,45,0,0.0,57.69
2020-12,Google Youth Badge Tee Olive,Home/Sale/,79,36,0,0.0,45.57
2020-12,Google Austin Campus Tote,Home/Sale/,19,5,0,0.0,26.32
2020-12,Google NYC Campus Ladies Tee,Home/Campus Collection/,227,105,0,0.0,46.26
2020-12,Google Crewneck Sweatshirt Grey,Home/Apparel/Men's / Unisex/,7266,2711,0,0.0,37.31
2020-12,Google NYC Campus Bottle,Home/Sale/,56,27,0,0.0,48.21
2020-12,Google Youth FC Longsleeve Charcoal,Home/Apparel/Kids/,3383,1036,0,0.0,30.62
2020-12,Google Zip Hoodie F/C,Home/Apparel/Men's / Unisex/,17142,6071,0,0.0,35.42
2020-12,Google Decal,Home/Stationery/Stickers/,405,176,0,0.0,43.46
2020-12,Android Pocket Youth Tee Green,Home/Apparel/Kids/,284,98,0,0.0,34.51
2020-12,Android Pocket Youth Tee Navy,Home/Apparel/Kids/,297,103,0,0.0,34.68
2020-12,Google Camp Mug Ivory,Mugs & Tumblers/,183,42,0,0.0,22.95
2020-12,Google Badge Heavyweight Pullover Black,Home/Apparel/,5155,1705,0,0.0,33.07
2020-12,Google Crew Combed Cotton Sock,Home/Apparel/,790,195,0,0.0,24.68
2020-12,Google Campus Bike,Small Goods,530,46,0,0.0,8.68
2020-12,Google Light Pen Blue,Home/Sale/,75,26,0,0.0,34.67
2020-12,Google Black Tee,Home/Sale/,1209,463,0,0.0,38.3
2020-12,YouTube Women's Favorite Tee White,Home/Sale/,12888,5046,0,0.0,39.15
2020-12,Keyboard DOT Sticker,Lifestyle/,2486,734,0,0.0,29.53
2020-12,Google F/C Long Sleeve Tee Charcoal,Men's T-Shirts/,1209,302,0,0.0,24.98
2020-12,Android Jotter Task Pad,New,31,11,0,0.0,35.48
2020-12,Google NYC Campus Lapel Pin,Home/Campus Collection/,2284,1181,0,0.0,51.71
2020-12,Google Campus Bike Carry Pouch,Home/Shop by Brand/Google/,22,2,0,0.0,9.09
2020-12,Google Phone Stand Bamboo,Home/Shop by Brand/Google/,22,2,0,0.0,9.09
2020-12,Google Clear Pen 4-Pack,Sale,147,119,0,0.0,80.95
2020-12,Google Campus Bike Eco Tee Navy,Home/Apparel/Men's / Unisex/,14938,5441,0,0.0,36.42
2020-12,Stan and Friends Tee Green,Home/Apparel/Men's / Unisex/,1010,270,0,0.0,26.73
2020-12,Google Heather Green Speckled Tee,Home/Apparel/Men's / Unisex/,3244,1083,0,0.0,33.38
2020-12,Keyboard DOT Sticker,Home/Stationery/,2025,832,0,0.0,41.09
2020-12,Google Laptop and Cell Phone Stickers,Home/Stationery/,2023,845,0,0.0,41.77
2020-12,YouTube Twill Sandwich Cap Black,Home/Shop by Brand/YouTube/,4528,993,0,0.0,21.93
2020-12,Google Mural Bottle,Lifestyle/Drinkware/,5867,2068,0,0.0,35.25
2020-12,Google Campus Bike Bottle,Lifestyle/Drinkware/,5715,2011,0,0.0,35.19
2020-12,Google Campus Bike Mini Backpack,Bags,119,23,0,0.0,19.33
2020-12,Google Split Seam Tee Olive,Men's / Unisex,333,113,0,0.0,33.93
2020-12,Google Pocket Tee Grey,Home/Apparel/Men's / Unisex/,651,221,0,0.0,33.95
2020-12,Google Medium Pet Collar (Blue/Green),Lifestyle,5,1,0,0.0,20.0
2020-12,Google Infant Charcoal Onesie,Kids,82,54,0,0.0,65.85
2020-12,Google ApPeel Journal Red,Home/Stationery/Notebooks/,1343,491,0,0.0,36.56
2020-12,Google Sherpa Zip Hoodie Charcoal,Men's / Unisex,449,133,0,0.0,29.62
2020-12,Google Utensil Set,Eco-Friendly,91,32,0,0.0,35.16
2020-12,Google Chrome Dinosaur Collectible,Google,50,8,0,0.0,16.0
2020-12,Google Felt Refillable Journal,Sale,49,9,0,0.0,18.37
2020-12,Google Confetti Task Pad,Home/Sale/,29,16,0,0.0,55.17
2020-12,Google Dino Game Tee,Home/Apparel/Women's/,11,3,0,0.0,27.27
2020-12,Google F/C Long Sleeve Tee Ash,Home/Apparel/Women's/,21,7,0,0.0,33.33
2020-12,Keyboard DOT Sticker,Small Goods,98,17,0,0.0,17.35
2020-12,Google Recycled Writing Set,Writing,67,22,0,0.0,32.84
2020-12,Google Light Pen Red,Home/Stationery/Writing/,917,530,0,0.0,57.8
2020-12,Google Medium Pet Collar (Blue/Green),Google,11,3,0,0.0,27.27
2020-12,Google Incognito Zip Pack,Google,67,8,0,0.0,11.94
2020-12,Google Boulder Campus Bottle,Sale,5,2,0,0.0,40.0
2020-12,Google Camp Mug Ivory,Home/Shop by Brand/,461,190,0,0.0,41.21
2020-12,YouTube Standards Zip Hoodie Black,Women's,39,9,0,0.0,23.08
2020-12,Google Sunnyvale Campus Ladies Tee,Home/Shop by Brand/Google/,155,73,0,0.0,47.1
2020-12,White Google Shoreline Bottle,Drinkware,82,25,0,0.0,30.49
2020-12,Google Confetti Pen White,Writing,31,24,0,0.0,77.42
2020-12,Google Magnet,Small Goods,65,45,0,0.0,69.23
2020-12,Google Striped Penny Pouch,Lifestyle/,135,58,0,0.0,42.96
2020-12,Google Mural Sticker Sheet,Lifestyle/,134,58,0,0.0,43.28
2020-12,Google Phone Stand Bamboo,Lifestyle,59,43,0,0.0,72.88
2020-12,Google SF Campus Bottle,Sale,38,23,0,0.0,60.53
2020-12,Google Blue Stojo Cup,Drinkware,176,20,0,0.0,11.36
2020-12,Google Super G Tumbler (Red Lid),Drinkware,109,37,0,0.0,33.94
2020-12,Android Geek Pin,Home/Shop by Brand/Android/,91,36,0,0.0,39.56
2020-12,Android Iconic Socks,Android,5,2,0,0.0,40.0
2020-12,Android Lumberjack Pin,Home/Shop by Brand/Android/,131,49,0,0.0,37.4
2020-12,Google Badge Heavyweight Pullover Black,Men's / Unisex,39,16,0,0.0,41.03
2020-12,Google Cork Key Ring,Home/Eco-Friendly/,733,195,0,0.0,26.6
